,Fecha,Precipitacion,Evaporacion,Tmax,Tmin,Año,Mes
1830,1980-06-16,0.0,,38.0,18.0,1980,6
1831,1980-06-17,0.0,7.5,40.0,21.0,1980,6
1832,1980-06-18,0.0,5.6,40.0,11.0,1980,6
1833,1980-06-19,0.0,9.8,40.0,21.0,1980,6
1834,1980-06-20,0.0,4.3,41.0,23.0,1980,6
1835,1980-06-21,0.0,6.5,40.0,24.0,1980,6
1836,1980-06-22,0.0,,47.0,24.0,1980,6
1837,1980-06-23,0.0,7.8,41.0,22.0,1980,6
1838,1980-06-24,3.0,12.2,38.0,24.0,1980,6
1839,1980-06-25,0.0,3.6,39.0,25.0,1980,6
1840,1980-06-26,0.0,,35.0,25.0,1980,6
1841,1980-06-27,0.0,11.0,32.0,25.0,1980,6
1842,1980-06-28,0.0,10.9,37.0,28.0,1980,6
1843,1980-06-29,0.0,10.8,38.0,23.0,1980,6
1844,1980-06-30,0.0,7.2,33.0,27.0,1980,6
1845,1980-07-01,0.0,9.4,33.0,23.0,1980,7
1846,1980-07-02,0.0,10.0,37.0,28.0,1980,7
1847,1980-07-03,0.0,9.4,38.0,30.0,1980,7
1848,1980-07-04,3.5,2.1,32.0,27.0,1980,7
1849,1980-07-05,0.0,5.9,32.0,23.0,1980,7
1850,1980-07-06,0.0,5.3,32.0,24.0,1980,7
1851,1980-07-07,0.0,6.1,31.0,25.0,1980,7
1852,1980-07-08,0.0,14.2,36.0,21.0,1980,7
1853,1980-07-09,0.0,4.3,33.0,23.0,1980,7
1854,1980-07-10,0.0,9.0,33.0,27.0,1980,7
1855,1980-07-11,0.0,,31.0,24.0,1980,7
1856,1980-07-12,0.0,4.9,31.0,25.0,1980,7
1857,1980-07-13,0.0,,33.0,23.0,1980,7
1858,1980-07-14,0.0,7.7,37.0,21.0,1980,7
1859,1980-07-15,0.0,7.7,37.0,25.0,1980,7
1860,1980-07-16,0.0,9.0,34.0,21.0,1980,7
1861,1980-07-17,0.0,8.9,42.0,27.0,1980,7
1862,1980-07-18,0.0,5.9,40.0,29.0,1980,7
1863,1980-07-19,0.0,,42.0,27.0,1980,7
1864,1980-07-20,0.5,9.7,42.0,27.0,1980,7
1865,1980-07-21,0.0,,34.0,26.0,1980,7
1866,1980-07-22,0.0,10.9,33.0,27.0,1980,7
1867,1980-07-23,0.0,8.9,34.0,29.0,1980,7
1868,1980-07-24,0.0,5.8,34.0,21.0,1980,7
1869,1980-07-25,0.0,,34.0,26.0,1980,7
1870,1980-07-26,0.0,8.6,33.0,28.0,1980,7
1871,1980-07-27,0.5,8.6,35.0,30.0,1980,7
1872,1980-07-28,0.0,9.9,34.0,24.0,1980,7
1873,1980-07-29,0.0,8.8,32.0,26.0,1980,7
1874,1980-07-30,0.0,8.0,33.0,26.0,1980,7
1875,1980-07-31,0.0,9.1,33.0,26.0,1980,7
1876,1980-08-01,4.0,12.4,32.0,22.0,1980,8
1877,1980-08-02,0.0,9.7,32.0,26.0,1980,8
1878,1980-08-03,0.0,11.4,32.0,24.0,1980,8
1879,1980-08-04,0.0,11.1,33.0,27.0,1980,8
1880,1980-08-05,0.0,9.9,34.0,24.0,1980,8
1881,1980-08-06,0.0,8.8,37.0,24.0,1980,8
1882,1980-08-07,0.0,,36.0,25.0,1980,8
1883,1980-08-08,0.0,10.3,34.0,27.0,1980,8
1884,1980-08-09,0.0,7.5,34.0,27.0,1980,8
1885,1980-08-10,0.0,9.0,32.0,28.0,1980,8
1886,1980-08-11,0.0,8.7,32.0,25.0,1980,8
1887,1980-08-12,0.0,7.2,32.0,27.0,1980,8
1888,1980-08-13,1.5,8.3,32.0,25.0,1980,8
1889,1980-08-14,0.0,6.5,31.0,26.0,1980,8
1890,1980-08-15,0.0,,32.0,26.0,1980,8
1891,1980-08-16,0.0,6.9,32.0,24.0,1980,8
1892,1980-08-17,0.0,8.8,32.0,22.0,1980,8
1893,1980-08-18,0.0,6.9,31.0,27.0,1980,8
1894,1980-08-19,0.0,8.3,31.0,25.0,1980,8
1895,1980-08-20,0.0,6.7,33.0,24.0,1980,8
1896,1980-08-21,0.0,9.0,37.0,26.0,1980,8
1897,1980-08-22,11.0,8.5,32.0,26.0,1980,8
1898,1980-08-23,0.0,8.9,31.0,22.0,1980,8
1899,1980-08-24,0.0,6.1,34.0,25.0,1980,8
1900,1980-08-25,0.0,9.9,34.0,25.0,1980,8
1901,1980-08-26,0.0,6.9,33.0,24.0,1980,8
1902,1980-08-27,0.0,7.1,32.0,26.0,1980,8
1903,1980-08-28,0.0,13.5,32.0,26.0,1980,8
1904,1980-08-29,0.0,7.3,33.0,25.0,1980,8
1905,1980-08-30,0.0,4.6,37.0,26.0,1980,8
1906,1980-08-31,0.0,7.1,32.0,28.0,1980,8
1907,1980-09-01,0.0,7.0,32.0,25.0,1980,9
1908,1980-09-02,0.0,8.1,32.0,27.0,1980,9
1909,1980-09-03,0.0,7.2,32.0,24.0,1980,9
1910,1980-09-04,0.0,2.4,33.0,24.0,1980,9
1911,1980-09-05,0.0,6.3,33.0,25.0,1980,9
1912,1980-09-06,0.0,7.6,34.0,25.0,1980,9
1913,1980-09-07,0.0,9.2,32.0,27.0,1980,9
1914,1980-09-08,0.0,6.5,33.0,25.0,1980,9
1915,1980-09-09,0.0,6.2,32.0,24.0,1980,9
1916,1980-09-10,0.0,7.3,31.0,22.0,1980,9
1917,1980-09-11,0.0,7.9,32.0,21.0,1980,9
1918,1980-09-12,0.0,9.2,30.0,20.0,1980,9
1919,1980-09-13,0.0,4.4,30.0,20.0,1980,9
1920,1980-09-14,0.0,6.6,33.0,20.0,1980,9
1921,1980-09-15,0.0,7.6,36.0,22.0,1980,9
1922,1980-09-16,0.0,11.3,36.0,22.0,1980,9
1923,1980-09-17,0.0,10.9,34.0,23.0,1980,9
1924,1980-09-18,0.0,8.0,33.0,23.0,1980,9
1925,1980-09-19,0.0,6.9,34.0,24.0,1980,9
1926,1980-09-20,0.0,9.3,34.0,22.0,1980,9
1927,1980-09-21,0.0,5.1,32.0,21.0,1980,9
1928,1980-09-22,0.0,6.7,33.0,24.0,1980,9
1929,1980-09-23,0.0,,32.0,17.0,1980,9
1930,1980-09-24,0.0,,33.0,16.0,1980,9
1931,1980-09-25,0.0,7.4,31.0,21.0,1980,9
1932,1980-09-26,0.0,7.9,33.0,21.0,1980,9
1933,1980-09-27,0.0,7.6,34.0,25.0,1980,9
1934,1980-09-28,0.0,7.8,35.0,22.0,1980,9
1935,1980-09-29,0.0,11.9,32.0,24.0,1980,9
1936,1980-09-30,0.0,6.7,32.0,26.0,1980,9
1937,1980-10-01,0.0,,32.0,25.0,1980,10
1938,1980-10-02,0.0,7.3,33.0,23.0,1980,10
1939,1980-10-03,0.0,6.4,32.0,21.0,1980,10
1940,1980-10-04,0.0,5.4,32.0,25.0,1980,10
1941,1980-10-05,0.0,5.5,33.0,23.0,1980,10
1942,1980-10-06,0.0,7.9,34.0,22.0,1980,10
1943,1980-10-07,0.0,6.0,38.0,23.0,1980,10
1944,1980-10-08,5.0,11.8,31.0,22.0,1980,10
1945,1980-10-09,0.0,3.1,30.0,19.0,1980,10
1946,1980-10-10,0.0,9.7,30.0,19.0,1980,10
1947,1980-10-11,0.0,7.6,32.0,20.0,1980,10
1948,1980-10-12,0.0,5.9,30.0,20.0,1980,10
1949,1980-10-13,0.0,7.0,30.0,20.0,1980,10
1950,1980-10-14,0.0,4.6,28.0,20.0,1980,10
1951,1980-10-15,0.0,9.2,25.0,15.0,1980,10
1952,1980-10-16,0.0,6.3,25.0,11.0,1980,10
1953,1980-10-17,0.0,5.5,26.0,11.0,1980,10
1954,1980-10-18,0.0,7.1,27.0,12.0,1980,10
1955,1980-10-19,0.0,8.0,28.0,12.0,1980,10
1956,1980-10-20,0.0,6.2,28.0,14.0,1980,10
1957,1980-10-21,0.0,6.4,28.0,12.0,1980,10
1958,1980-10-22,0.0,4.7,27.0,12.0,1980,10
1959,1980-10-23,0.0,6.5,27.0,14.0,1980,10
1960,1980-10-24,0.0,,33.0,16.0,1980,10
1961,1980-10-25,0.0,12.3,28.0,16.0,1980,10
1962,1980-10-26,0.0,,26.0,12.0,1980,10
1963,1980-10-27,0.0,4.4,25.0,11.0,1980,10
1964,1980-10-28,0.0,5.9,27.0,16.0,1980,10
1965,1980-10-29,0.0,10.5,28.0,11.0,1980,10
1966,1980-10-30,0.0,11.9,29.0,19.0,1980,10
1967,1980-10-31,0.0,6.9,30.0,15.0,1980,10
1968,1980-11-01,0.0,5.3,26.0,13.0,1980,11
1969,1980-11-02,0.0,5.1,29.0,11.0,1980,11
1970,1980-11-03,0.0,,30.0,12.0,1980,11
1971,1980-11-04,0.0,,29.0,11.0,1980,11
1972,1980-11-05,0.0,4.2,17.0,11.0,1980,11
1973,1980-11-06,0.0,3.5,29.0,12.0,1980,11
1974,1980-11-07,0.0,,30.0,15.0,1980,11
1975,1980-11-08,0.0,16.2,26.0,13.0,1980,11
1976,1980-11-09,0.0,,25.0,12.0,1980,11
1977,1980-11-10,0.0,2.1,26.0,14.0,1980,11
1978,1980-11-11,0.5,3.2,26.0,13.0,1980,11
1979,1980-11-12,0.0,1.6,24.0,16.0,1980,11
1980,1980-11-13,0.0,4.0,26.0,13.0,1980,11
1981,1980-11-14,0.0,5.8,25.0,10.0,1980,11
1982,1980-11-15,0.0,5.4,22.0,8.0,1980,11
1983,1980-11-16,0.0,5.5,22.0,9.0,1980,11
1984,1980-11-17,0.0,,23.0,10.0,1980,11
1985,1980-11-18,0.0,6.8,20.0,6.0,1980,11
1986,1980-11-19,0.0,6.7,22.0,5.0,1980,11
1987,1980-11-20,0.0,4.3,23.0,9.0,1980,11
1988,1980-11-21,0.0,2.3,22.0,7.0,1980,11
1989,1980-11-22,0.0,5.0,21.0,7.0,1980,11
1990,1980-11-23,0.0,3.2,22.0,6.0,1980,11
1991,1980-11-24,0.0,,23.0,5.0,1980,11
1992,1980-11-25,0.0,6.5,23.0,11.0,1980,11
1993,1980-11-26,0.0,7.0,21.0,9.0,1980,11
1994,1980-11-27,0.0,5.3,25.0,9.0,1980,11
1995,1980-11-28,0.0,6.7,25.0,8.0,1980,11
1996,1980-11-29,0.0,,25.0,8.0,1980,11
1997,1980-11-30,0.0,,25.0,7.0,1980,11
1998,1980-12-01,1.0,3.1,21.0,9.0,1980,12
1999,1980-12-02,0.0,1.3,20.0,7.0,1980,12
2000,1980-12-03,0.5,3.1,20.0,7.0,1980,12
2001,1980-12-04,0.5,6.2,21.0,7.0,1980,12
2002,1980-12-05,0.0,,18.0,8.0,1980,12
2003,1980-12-06,0.0,1.6,19.0,7.0,1980,12
2004,1980-12-07,0.0,,18.0,7.0,1980,12
2005,1980-12-08,0.0,9.5,18.0,5.0,1980,12
2006,1980-12-09,0.0,0.8,22.0,6.0,1980,12
2007,1980-12-10,0.0,10.3,23.0,9.0,1980,12
2008,1980-12-11,2.0,3.0,23.0,11.0,1980,12
2009,1980-12-12,11.0,3.8,24.0,12.0,1980,12
2010,1980-12-13,0.0,0.6,18.0,10.0,1980,12
2011,1980-12-14,0.0,2.9,21.0,11.0,1980,12
2012,1980-12-15,0.0,2.3,26.0,11.0,1980,12
2013,1980-12-16,0.0,2.8,23.0,9.0,1980,12
2014,1980-12-17,0.0,4.7,21.0,8.0,1980,12
2015,1980-12-18,0.0,7.8,20.0,7.0,1980,12
2016,1980-12-19,0.0,,22.0,7.0,1980,12
2017,1980-12-20,0.0,2.8,23.0,9.0,1980,12
2018,1980-12-21,0.0,3.1,23.0,11.0,1980,12
2019,1980-12-22,0.0,2.0,23.0,9.0,1980,12
2020,1980-12-23,0.0,1.7,21.0,8.0,1980,12
2021,1980-12-24,0.0,2.3,22.0,8.0,1980,12
2022,1980-12-25,0.0,3.2,24.0,8.0,1980,12
2023,1980-12-26,0.0,4.0,22.0,8.0,1980,12
2024,1980-12-27,0.0,3.1,23.0,7.0,1980,12
2025,1980-12-28,0.0,11.8,23.0,9.0,1980,12
2026,1980-12-29,0.0,5.3,26.0,10.0,1980,12
2027,1980-12-30,0.0,,27.0,11.0,1980,12
2028,1980-12-31,0.0,4.8,26.0,11.0,1980,12
2029,1981-01-01,0.0,2.6,21.0,8.0,1981,1
2030,1981-01-02,0.0,3.7,20.0,9.0,1981,1
2031,1981-01-03,0.0,3.9,24.0,10.0,1981,1
2032,1981-01-04,0.0,3.5,27.0,12.0,1981,1
2033,1981-01-05,1.0,0.5,21.0,9.0,1981,1
2034,1981-01-06,2.0,3.8,24.0,13.0,1981,1
2035,1981-01-07,1.0,1.2,18.0,14.0,1981,1
2036,1981-01-08,0.0,2.5,19.0,9.0,1981,1
2037,1981-01-09,0.0,1.7,21.0,9.0,1981,1
2038,1981-01-10,0.0,2.1,21.0,11.0,1981,1
2039,1981-01-11,0.0,2.1,22.0,15.0,1981,1
2040,1981-01-12,8.0,0.7,21.0,16.0,1981,1
2041,1981-01-13,0.0,2.1,20.0,15.0,1981,1
2042,1981-01-14,0.0,1.9,21.0,10.0,1981,1
2043,1981-01-15,0.0,2.6,20.0,10.0,1981,1
2044,1981-01-16,0.0,1.8,20.0,12.0,1981,1
2045,1981-01-17,0.0,2.8,22.0,13.0,1981,1
2046,1981-01-18,0.0,4.3,21.0,9.0,1981,1
2047,1981-01-19,0.0,1.7,20.0,9.0,1981,1
2048,1981-01-20,0.0,5.5,19.0,9.0,1981,1
2049,1981-01-21,0.0,1.4,22.0,8.0,1981,1
2050,1981-01-22,0.0,5.9,24.0,11.0,1981,1
2051,1981-01-23,0.0,8.4,22.0,6.0,1981,1
2052,1981-01-24,0.0,,21.0,7.0,1981,1
2053,1981-01-25,0.0,1.7,17.0,9.0,1981,1
2054,1981-01-26,0.0,2.7,19.0,11.0,1981,1
2055,1981-01-27,0.0,3.4,19.0,6.0,1981,1
2056,1981-01-28,0.0,4.3,21.0,6.0,1981,1
2057,1981-01-29,0.0,4.9,21.0,6.0,1981,1
2058,1981-01-30,0.0,6.7,19.0,6.0,1981,1
2059,1981-01-31,0.0,,20.0,9.0,1981,1
2060,1981-02-01,0.0,6.1,19.0,9.0,1981,2
2061,1981-02-02,0.0,6.9,21.0,12.0,1981,2
2062,1981-02-03,0.0,6.9,21.0,7.0,1981,2
2063,1981-02-04,0.0,4.2,20.0,4.0,1981,2
2064,1981-02-05,0.0,2.3,20.0,4.0,1981,2
2065,1981-02-06,0.0,3.2,18.0,6.0,1981,2
2066,1981-02-07,0.0,3.5,23.0,5.0,1981,2
2067,1981-02-08,2.0,5.2,19.0,9.0,1981,2
2068,1981-02-09,0.0,1.8,20.0,10.0,1981,2
2069,1981-02-10,0.0,3.0,20.0,7.0,1981,2
2070,1981-02-11,0.0,2.9,23.0,9.0,1981,2
2071,1981-02-12,0.0,4.6,25.0,10.0,1981,2
2072,1981-02-13,0.0,5.1,26.0,9.0,1981,2
2073,1981-02-14,0.0,5.9,27.0,10.0,1981,2
2074,1981-02-15,0.0,7.7,25.0,10.0,1981,2
2075,1981-02-16,0.0,7.0,27.0,11.0,1981,2
2076,1981-02-17,0.0,3.6,23.0,9.0,1981,2
2077,1981-02-18,0.0,,26.0,10.0,1981,2
2078,1981-02-19,0.0,4.8,27.0,12.0,1981,2
2079,1981-02-20,0.0,5.3,27.0,11.0,1981,2
2080,1981-02-21,0.0,4.0,24.0,12.0,1981,2
2081,1981-02-22,0.0,8.7,26.0,8.0,1981,2
2082,1981-02-23,0.0,8.2,25.0,7.0,1981,2
2083,1981-02-24,0.0,6.0,21.0,4.0,1981,2
2084,1981-02-25,0.0,1.2,20.0,7.0,1981,2
2085,1981-02-26,2.0,4.0,21.0,12.0,1981,2
2086,1981-02-27,0.0,1.3,18.0,13.0,1981,2
2087,1981-02-28,0.0,2.2,18.0,9.0,1981,2
2088,1981-03-01,0.0,1.9,23.0,11.0,1981,3
2089,1981-03-02,0.0,1.4,21.0,14.0,1981,3
2090,1981-03-03,0.0,4.5,19.0,11.0,1981,3
2091,1981-03-04,0.0,4.7,19.0,7.0,1981,3
2092,1981-03-05,0.0,3.9,18.0,10.0,1981,3
2093,1981-03-06,0.0,7.4,17.0,14.0,1981,3
2094,1981-03-07,0.0,3.3,21.0,7.0,1981,3
2095,1981-03-08,0.0,6.6,23.0,10.0,1981,3
2096,1981-03-09,0.0,6.8,22.0,7.0,1981,3
2097,1981-03-10,0.0,5.2,21.0,7.0,1981,3
2098,1981-03-11,0.0,3.5,22.0,6.0,1981,3
2099,1981-03-12,0.0,4.7,21.0,8.0,1981,3
2100,1981-03-13,0.0,6.7,21.0,5.0,1981,3
2101,1981-03-14,0.0,4.3,21.0,8.0,1981,3
2102,1981-03-15,0.0,5.3,21.0,10.0,1981,3
2103,1981-03-16,0.0,1.2,24.0,9.0,1981,3
2104,1981-03-17,0.0,8.4,25.0,9.0,1981,3
2105,1981-03-18,0.0,5.0,26.0,7.0,1981,3
2106,1981-03-19,0.0,4.5,23.0,9.0,1981,3
2107,1981-03-20,0.0,5.3,20.0,12.0,1981,3
2108,1981-03-21,0.0,4.2,22.0,13.0,1981,3
2109,1981-03-22,0.0,8.3,25.0,11.0,1981,3
2110,1981-03-23,0.0,8.5,25.0,15.0,1981,3
2111,1981-03-24,0.0,9.3,28.0,15.0,1981,3
2112,1981-03-25,0.0,6.9,24.0,5.0,1981,3
2113,1981-03-26,0.0,4.7,23.0,8.0,1981,3
2114,1981-03-27,0.0,5.5,21.0,13.0,1981,3
2115,1981-03-28,0.0,7.2,19.0,10.0,1981,3
2116,1981-03-29,0.0,4.5,21.0,6.0,1981,3
2117,1981-03-30,0.0,6.1,22.0,7.0,1981,3
2118,1981-03-31,0.0,6.7,22.0,9.0,1981,3
2119,1981-04-01,0.0,5.4,23.0,11.0,1981,4
2120,1981-04-02,0.0,5.5,20.0,16.0,1981,4
2121,1981-04-03,0.0,6.8,29.0,10.0,1981,4
2122,1981-04-04,0.0,7.1,26.0,8.0,1981,4
2123,1981-04-05,0.0,9.1,27.0,16.0,1981,4
2124,1981-04-06,0.0,9.4,24.0,13.0,1981,4
2125,1981-04-07,0.0,4.3,26.0,13.0,1981,4
2126,1981-04-08,0.0,7.6,27.0,9.0,1981,4
2127,1981-04-09,0.0,7.6,26.0,10.0,1981,4
2128,1981-04-10,0.0,6.9,25.0,12.0,1981,4
2129,1981-04-11,0.0,5.8,27.0,12.0,1981,4
2130,1981-04-12,0.0,7.8,27.0,18.0,1981,4
2131,1981-04-13,0.0,8.9,26.0,16.0,1981,4
2132,1981-04-14,0.0,3.7,22.0,14.0,1981,4
2133,1981-04-15,0.0,6.9,28.0,14.0,1981,4
2134,1981-04-16,0.0,7.2,26.0,15.0,1981,4
2135,1981-04-17,0.0,3.9,25.0,16.0,1981,4
2136,1981-04-18,0.0,6.8,24.0,12.0,1981,4
2137,1981-04-19,0.0,7.3,24.0,14.0,1981,4
2138,1981-04-20,0.0,6.1,23.0,10.0,1981,4
2139,1981-04-21,0.0,10.0,21.0,10.0,1981,4
2140,1981-04-22,5.0,7.6,22.0,11.0,1981,4
2141,1981-04-23,0.0,2.0,23.0,13.0,1981,4
2142,1981-04-24,0.0,5.2,29.0,11.0,1981,4
2143,1981-04-25,0.0,8.1,27.0,13.0,1981,4
2144,1981-04-26,0.0,7.2,28.0,15.0,1981,4
2145,1981-04-27,0.0,5.7,28.0,16.0,1981,4
2146,1981-04-28,0.0,6.1,23.0,13.0,1981,4
2147,1981-04-29,0.0,7.1,22.0,12.0,1981,4
2148,1981-04-30,0.0,,22.0,10.0,1981,4
2149,1981-05-01,0.0,8.3,24.0,11.0,1981,5
2150,1981-05-02,0.0,14.7,25.0,17.0,1981,5
2151,1981-05-03,0.0,6.6,24.0,13.0,1981,5
2152,1981-05-04,0.0,6.1,23.0,12.0,1981,5
2153,1981-05-05,0.0,7.2,23.0,9.0,1981,5
2154,1981-05-06,0.0,5.4,24.0,10.0,1981,5
2155,1981-05-07,0.0,7.7,25.0,13.0,1981,5
2156,1981-05-08,0.0,7.0,31.0,12.0,1981,5
2157,1981-05-09,0.0,5.4,29.0,12.0,1981,5
2158,1981-05-10,0.0,5.0,26.0,14.0,1981,5
2159,1981-05-11,0.0,5.8,25.0,14.0,1981,5
2160,1981-05-12,0.0,5.7,26.0,16.0,1981,5
2161,1981-05-13,0.0,7.0,24.0,17.0,1981,5
2162,1981-05-14,0.0,9.3,24.0,16.0,1981,5
2163,1981-05-15,0.0,7.9,24.0,20.0,1981,5
2164,1981-05-16,0.0,7.9,24.0,18.0,1981,5
2165,1981-05-17,0.0,7.5,26.0,15.0,1981,5
2166,1981-05-18,0.0,9.4,27.0,13.0,1981,5
2167,1981-05-19,0.0,7.9,29.0,12.0,1981,5
2168,1981-05-20,0.0,5.4,27.0,14.0,1981,5
2169,1981-05-21,0.0,8.7,26.0,14.0,1981,5
2170,1981-05-22,0.0,9.6,25.0,12.0,1981,5
2171,1981-05-23,0.0,7.7,27.0,13.0,1981,5
2172,1981-05-24,0.0,7.8,26.0,13.0,1981,5
2173,1981-05-25,0.0,6.9,27.0,14.0,1981,5
2174,1981-05-26,0.0,12.6,27.0,16.0,1981,5
2175,1981-05-27,0.0,2.1,26.0,19.0,1981,5
2176,1981-05-28,0.0,8.6,26.0,17.0,1981,5
2177,1981-05-29,0.0,4.9,27.5,16.0,1981,5
2178,1981-05-30,0.0,11.4,27.0,15.0,1981,5
2179,1981-05-31,0.0,8.6,27.0,16.0,1981,5
2180,1981-06-01,0.0,8.4,28.0,17.0,1981,6
2181,1981-06-02,0.0,6.0,27.0,17.0,1981,6
2182,1981-06-03,0.0,6.8,27.0,16.0,1981,6
2183,1981-06-04,0.0,12.1,27.0,14.0,1981,6
2184,1981-06-05,0.0,3.3,27.0,12.0,1981,6
2185,1981-06-06,0.0,8.1,29.0,14.0,1981,6
2186,1981-06-07,0.0,6.6,29.0,19.0,1981,6
2187,1981-06-08,0.0,5.8,28.0,17.0,1981,6
2188,1981-06-09,0.0,6.8,29.0,15.0,1981,6
2189,1981-06-10,0.0,6.7,28.0,15.0,1981,6
2190,1981-06-11,0.0,7.7,29.0,18.0,1981,6
2191,1981-06-12,0.0,6.7,29.0,13.0,1981,6
2192,1981-06-13,0.0,7.0,28.0,18.0,1981,6
2193,1981-06-14,0.0,8.1,28.0,18.0,1981,6
2194,1981-06-15,0.0,7.2,32.0,19.0,1981,6
2195,1981-06-16,0.0,7.9,34.0,16.0,1981,6
2196,1981-06-17,0.0,10.7,33.0,19.0,1981,6
2197,1981-06-18,0.0,10.3,33.0,20.0,1981,6
2198,1981-06-19,0.0,8.3,31.0,15.0,1981,6
2199,1981-06-20,0.0,6.2,30.0,17.0,1981,6
2200,1981-06-21,0.0,6.7,29.0,21.0,1981,6
2201,1981-06-22,0.0,9.6,30.0,20.0,1981,6
2202,1981-06-23,0.0,7.2,30.0,16.0,1981,6
2203,1981-06-24,0.0,6.4,30.0,16.0,1981,6
2204,1981-06-25,0.0,4.5,32.0,17.0,1981,6
2205,1981-06-26,0.0,6.3,34.0,22.0,1981,6
2206,1981-06-27,0.0,11.0,34.0,23.0,1981,6
2207,1981-06-28,0.0,8.5,32.0,23.0,1981,6
2208,1981-06-29,0.0,8.1,31.0,24.0,1981,6
2209,1981-06-30,0.0,8.3,32.0,22.0,1981,6
2210,1981-07-01,0.0,9.7,30.0,17.0,1981,7
2211,1981-07-02,0.0,7.0,30.0,18.0,1981,7
2212,1981-07-03,0.0,8.0,30.0,20.0,1981,7
2213,1981-07-04,0.0,8.0,33.0,22.0,1981,7
2214,1981-07-05,0.0,10.9,34.0,18.0,1981,7
2215,1981-07-06,1.0,10.6,31.0,17.0,1981,7
2216,1981-07-07,0.0,7.1,30.0,20.0,1981,7
2217,1981-07-08,0.0,3.8,31.0,18.0,1981,7
2218,1981-07-09,3.0,11.4,31.0,21.0,1981,7
2219,1981-07-10,0.0,4.0,29.0,22.0,1981,7
2220,1981-07-11,0.0,3.9,30.0,23.0,1981,7
2221,1981-07-12,0.0,8.2,31.0,23.0,1981,7
2222,1981-07-13,0.0,7.5,31.0,24.0,1981,7
2223,1981-07-14,0.0,6.0,34.0,21.0,1981,7
2224,1981-07-15,0.0,10.5,32.0,21.0,1981,7
2225,1981-07-16,0.0,8.2,33.0,21.0,1981,7
2226,1981-07-17,0.0,10.1,32.0,26.0,1981,7
2227,1981-07-18,0.0,8.0,32.0,22.0,1981,7
2228,1981-07-19,0.0,9.2,32.0,27.0,1981,7
2229,1981-07-20,0.0,7.1,35.0,27.0,1981,7
2230,1981-07-21,0.0,8.9,34.0,23.0,1981,7
2231,1981-07-22,0.0,9.7,35.0,26.0,1981,7
2232,1981-07-23,0.0,9.1,32.0,22.0,1981,7
2233,1981-07-24,0.0,7.3,32.0,18.0,1981,7
2234,1981-07-25,0.0,8.5,31.0,21.0,1981,7
2235,1981-07-26,0.0,3.7,33.0,23.0,1981,7
2236,1981-07-27,0.0,7.6,32.0,25.0,1981,7
2237,1981-07-28,0.0,6.9,33.0,26.0,1981,7
2238,1981-07-29,0.0,7.9,31.0,28.0,1981,7
2239,1981-07-30,0.0,7.8,32.0,21.0,1981,7
2240,1981-07-31,0.0,8.0,32.0,24.0,1981,7
2241,1981-08-01,0.0,5.7,35.0,24.0,1981,8
2242,1981-08-02,0.0,9.9,35.0,24.0,1981,8
2243,1981-08-03,0.0,8.0,35.0,24.0,1981,8
2244,1981-08-04,0.0,10.3,33.0,24.0,1981,8
2245,1981-08-05,0.0,2.9,32.0,26.0,1981,8
2246,1981-08-06,0.0,11.3,35.0,20.0,1981,8
2247,1981-08-07,0.0,9.2,33.0,25.0,1981,8
2248,1981-08-08,0.0,2.1,32.0,25.0,1981,8
2249,1981-08-09,0.0,8.6,33.0,26.0,1981,8
2250,1981-08-10,0.0,9.1,32.0,25.0,1981,8
2251,1981-08-11,0.0,9.6,32.0,24.0,1981,8
2252,1981-08-12,0.0,6.7,34.0,19.0,1981,8
2253,1981-08-13,0.0,8.2,32.0,21.0,1981,8
2254,1981-08-14,0.0,8.4,32.0,19.0,1981,8
2255,1981-08-15,0.0,8.5,36.0,24.0,1981,8
2256,1981-08-16,0.0,10.4,34.0,24.0,1981,8
2257,1981-08-17,0.0,10.5,34.0,17.0,1981,8
2258,1981-08-18,0.0,5.7,33.0,21.0,1981,8
2259,1981-08-19,0.0,8.6,33.0,25.0,1981,8
2260,1981-08-20,0.0,9.6,36.0,23.0,1981,8
2261,1981-08-21,0.0,8.6,33.0,28.0,1981,8
2262,1981-08-22,0.0,8.0,33.0,28.0,1981,8
2263,1981-08-23,0.0,9.7,34.0,27.0,1981,8
2264,1981-08-24,0.0,7.6,33.0,27.0,1981,8
2265,1981-08-25,0.0,4.5,33.0,28.0,1981,8
2266,1981-08-26,0.0,11.5,37.0,21.0,1981,8
2267,1981-08-27,0.0,12.5,40.0,21.0,1981,8
2268,1981-08-28,0.0,10.3,40.0,25.0,1981,8
2269,1981-08-29,0.0,9.5,37.0,25.0,1981,8
2270,1981-08-30,0.0,9.6,32.0,29.0,1981,8
2271,1981-08-31,0.0,16.8,32.0,27.0,1981,8
2272,1981-09-01,0.0,8.8,32.0,25.0,1981,9
2273,1981-09-02,0.0,6.4,32.0,21.0,1981,9
2274,1981-09-03,0.0,7.6,32.0,21.0,1981,9
2275,1981-09-04,0.0,8.6,34.0,24.0,1981,9
2276,1981-09-05,0.0,8.5,33.0,28.0,1981,9
2277,1981-09-06,0.0,7.8,32.0,25.0,1981,9
2278,1981-09-07,37.0,8.8,32.0,24.0,1981,9
2279,1981-09-08,0.0,2.5,29.0,22.0,1981,9
2280,1981-09-09,0.0,7.5,31.0,24.0,1981,9
2281,1981-09-10,0.0,7.5,32.0,20.0,1981,9
2282,1981-09-11,0.0,6.4,32.0,24.0,1981,9
